City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Yangambi,CD,2020-04-16 08:14:55,0.81,24.43,91.2,43,66,2.82
307,Laguna,US,2020-04-16 08:14:56,38.42,-121.42,61.0,71,1,3.36
308,Thompson,CA,2020-04-16 08:08:02,55.74,-97.86,6.8,77,20,6.93
309,Itarema,BR,2020-04-16 08:12:23,-2.92,-39.92,75.33,89,32,4.83
310,Natal,BR,2020-04-16 08:14:56,-5.79,-35.21,75.2,100,75,3.36
311,Malangali,TZ,2020-04-16 08:14:57,-8.57,34.85,77.22,43,40,7.18
312,Vila Velha,BR,2020-04-16 08:06:19,-20.33,-40.29,77.0,83,97,3.85
313,Kindu,CD,2020-04-16 08:14:57,-2.95,25.95,84.99,57,97,2.62
314,Naze,JP,2020-04-16 08:11:58,28.37,129.48,69.8,56,75,11.41
315,Berlevag,NO,2020-04-16 08:14:58,70.86,29.09,32.0,85,100,2.24
316,Panaba,MX,2020-04-16 08:14:58,21.28,-88.27,71.8,92,76,5.97
317,Huai Thalaeng,TH,2020-04-16 08:14:58,15.0,102.65,100.4,37,40,3.36
318,Balakliya,UA,2020-04-16 08:14:59,49.46,36.86,49.62,55,93,18.23
319,Omboue,GA,2020-04-16 08:14:59,-1.57,9.26,83.01,80,100,7.99
320,Ternate,ID,2020-04-16 08:15:00,0.8,127.4,83.48,76,30,4.38
321,Tiksi,RU,2020-04-16 08:10:38,71.69,128.87,0.16,92,100,9.64
322,Mount Pleasant,US,2020-04-16 08:15:00,32.79,-79.86,53.6,81,1,13.22
323,Dingle,PH,2020-04-16 08:12:28,11.0,122.67,88.36,57,47,11.43
324,Ormara,PK,2020-04-16 08:15:01,25.21,64.64,86.99,48,100,14.9
325,Moron,AR,2020-04-16 08:11:59,-34.65,-58.62,53.6,87,0,1.12
326,Vila,PT,2020-04-16 08:15:02,42.03,-8.16,57.99,76,20,3.36
327,Bilibino,RU,2020-04-16 08:15:02,68.05,166.44,11.61,87,100,2.84
328,Portland,US,2020-04-16 08:05:38,45.52,-122.68,54.0,71,75,3.36
329,Mackay,AU,2020-04-16 08:12:44,-21.15,149.2,78.8,78,90,13.87
330,Hermosillo,MX,2020-04-16 08:13:47,29.07,-110.97,69.01,23,0,1.01
331,Kuytun,RU,2020-04-16 08:15:03,54.34,101.5,53.78,52,87,12.82
332,Port Hedland,AU,2020-04-16 08:15:04,-20.32,118.57,93.2,59,81,17.22
333,Kaifeng,CN,2020-04-16 08:13:48,34.79,114.35,78.8,13,90,13.42
334,Sur,OM,2020-04-16 08:11:40,22.57,59.53,90.84,31,99,12.62
335,Great Bend,US,2020-04-16 08:12:19,38.36,-98.76,43.0,60,1,9.17
336,Saint-Pierre,RE,2020-04-16 08:12:32,-21.34,55.48,84.2,65,1,27.51
337,Nelson Bay,AU,2020-04-16 08:12:42,-32.72,152.15,79.0,44,16,10.29
338,Muroto,JP,2020-04-16 08:15:05,33.28,134.15,64.4,52,20,4.7
339,Masvingo,ZW,2020-04-16 08:15:06,-20.06,30.83,83.93,24,51,5.46
340,Keetmanshoop,NA,2020-04-16 08:15:06,-26.58,18.13,64.4,34,0,2.24
341,Awjilah,LY,2020-04-16 08:15:06,29.11,21.29,79.14,27,73,13.06
342,Beyneu,KZ,2020-04-16 08:15:06,45.32,55.2,70.23,23,77,20.13
343,Sol-Iletsk,RU,2020-04-16 08:15:07,51.16,54.99,56.55,39,100,23.04
344,Yeniseysk,RU,2020-04-16 08:15:07,58.45,92.17,50.32,52,8,9.33
345,Neftcala,AZ,2020-04-16 08:15:07,39.37,49.25,63.01,59,0,19.44
346,Broome,US,2020-04-16 08:15:08,42.25,-75.83,30.99,92,75,6.93
347,San Patricio,MX,2020-04-16 08:12:07,19.22,-104.7,70.52,57,26,3.67
348,Gallup,US,2020-04-16 08:15:08,35.53,-108.74,42.8,51,1,4.7
349,Taksimo,RU,2020-04-16 08:15:08,56.34,114.88,47.43,40,0,3.74
350,Belyy,RU,2020-04-16 08:15:09,55.84,32.94,39.94,85,100,14.67
351,Quelimane,MZ,2020-04-16 08:10:56,-17.88,36.89,87.93,55,0,6.91
352,Wajima,JP,2020-04-16 08:15:09,37.4,136.9,48.2,57,20,11.41
353,Nyagan,RU,2020-04-16 08:15:09,62.14,65.39,44.42,78,85,14.56
354,Grand-Lahou,CI,2020-04-16 08:15:10,5.14,-5.02,82.92,81,0,6.85
355,The Valley,AI,2020-04-16 08:13:52,18.22,-63.06,79.0,78,40,5.82
356,Loreto,MX,2020-04-16 08:15:10,22.27,-101.97,57.02,16,0,3.27
357,Kefamenanu,ID,2020-04-16 08:15:11,-9.45,124.48,75.24,81,100,1.25
358,Faya,SA,2020-04-16 08:12:07,18.39,42.45,71.6,52,40,6.93
359,Saskylakh,RU,2020-04-16 08:10:37,71.92,114.08,0.81,92,81,4.03
360,Meru,KE,2020-04-16 08:15:12,0.05,37.66,75.94,42,15,2.26
361,Arman,RU,2020-04-16 08:09:56,59.7,150.17,25.12,95,100,4.29
362,Valreas,FR,2020-04-16 08:15:12,44.38,4.99,62.01,66,75,4.9
363,Georgetown,MY,2020-04-16 08:07:32,5.41,100.34,93.2,56,20,5.82
364,Porosozero,RU,2020-04-16 08:15:13,62.72,32.73,37.18,73,100,9.44
365,Tunceli,TR,2020-04-16 08:15:13,39.11,39.55,64.4,42,75,5.82
366,Moindou,NC,2020-04-16 08:15:13,-21.69,165.68,75.2,73,75,5.82
367,Redlands,US,2020-04-16 08:13:39,34.06,-117.18,60.8,54,1,0.92
368,Gizo,SB,2020-04-16 08:12:50,-8.1,156.84,83.59,72,100,2.13
369,Sola,VU,2020-04-16 08:15:14,-13.88,167.55,80.37,81,100,13.13
370,Sistranda,NO,2020-04-16 08:15:14,63.73,8.83,39.99,72,75,17.22
371,Maniitsoq,GL,2020-04-16 08:11:08,65.42,-52.9,28.17,94,99,18.37
372,Port-Gentil,GA,2020-04-16 08:12:10,-0.72,8.78,80.6,94,90,4.7
373,Kampong Thum,KH,2020-04-16 08:15:15,12.71,104.89,91.18,54,91,4.63
374,Oksfjord,NO,2020-04-16 08:15:15,70.24,22.35,39.2,64,20,8.05
375,Guozhen,CN,2020-04-16 08:15:16,34.37,107.36,76.26,15,100,8.59
376,Batagay-Alyta,RU,2020-04-16 08:15:16,67.8,130.41,-1.26,81,100,17.96
377,Miastko,PL,2020-04-16 08:15:17,54.0,16.98,44.01,81,100,16.67
378,Pisco,PE,2020-04-16 08:12:32,-13.7,-76.22,69.8,77,28,3.36
379,Ayagoz,KZ,2020-04-16 08:15:17,47.97,80.44,53.6,32,9,15.9
380,Omsukchan,RU,2020-04-16 08:15:17,62.53,155.8,13.91,88,99,3.36
381,Bambanglipuro,ID,2020-04-16 08:11:11,-7.95,110.28,85.68,70,19,6.53
382,Nortelandia,BR,2020-04-16 08:15:18,-14.45,-56.8,66.2,74,20,3.74
383,Vredendal,ZA,2020-04-16 08:11:35,-31.67,18.5,68.45,53,0,0.63
384,Lazaro Cardenas,MX,2020-04-16 08:15:18,17.96,-102.2,69.62,74,24,3.91
385,Ponta Delgada,PT,2020-04-16 08:15:19,37.73,-25.67,53.6,81,75,13.87
386,Leningradskiy,RU,2020-04-16 08:12:34,69.38,178.42,16.32,96,100,7.74
387,Coquimbo,CL,2020-04-16 08:11:20,-29.95,-71.34,55.4,82,87,5.82
388,Iwanai,JP,2020-04-16 08:11:31,42.97,140.51,39.2,72,0,5.82
389,Porto Novo,BJ,2020-04-16 08:15:20,6.5,2.6,90.43,57,77,5.91
390,Praia Da Vitoria,PT,2020-04-16 08:12:40,38.73,-27.07,55.4,76,40,20.85
391,Vaitape,PF,2020-04-16 08:15:20,-16.52,-151.75,83.84,73,82,8.63
392,Jian,CN,2020-04-16 08:13:50,27.12,114.98,83.43,48,0,8.99
393,Humaita,BR,2020-04-16 08:15:21,-7.51,-63.02,71.74,94,90,1.7
394,Inongo,CD,2020-04-16 08:15:21,-1.95,18.27,95.38,43,96,1.21
395,Pombas,CV,2020-04-16 08:15:22,17.15,-25.02,68.0,68,75,9.17
396,Spiridonovka,RU,2020-04-16 08:15:22,53.09,50.65,41.0,52,75,13.42
397,Tabou,CI,2020-04-16 08:11:15,4.42,-7.35,83.98,77,20,2.71
398,Acapulco,MX,2020-04-16 08:15:05,16.86,-99.89,73.4,88,40,3.31
399,Fare,PF,2020-04-16 08:15:23,-16.7,-151.02,83.77,68,50,5.64
400,Serebryansk,KZ,2020-04-16 08:15:23,49.69,83.29,53.6,34,40,13.42
401,Asosa,ET,2020-04-16 08:10:24,10.07,34.53,94.87,6,8,1.28
402,Marsabit,KE,2020-04-16 08:15:23,2.33,37.99,75.25,51,90,11.59
403,Vila Franca Do Campo,PT,2020-04-16 08:15:06,37.72,-25.43,53.6,81,75,13.87
404,Souillac,MU,2020-04-16 08:11:35,-20.52,57.52,82.4,65,75,11.41
405,Mendi,PG,2020-04-16 08:15:24,-6.18,143.65,57.56,57,100,0.56
406,Vestmannaeyjar,IS,2020-04-16 08:15:25,63.44,-20.27,41.0,75,90,2.24
407,Mineiros,BR,2020-04-16 08:15:25,-17.57,-52.55,59.94,76,36,4.34
408,Saldanha,ZA,2020-04-16 08:10:46,-33.01,17.94,57.2,93,0,3.74
409,Isiro,CD,2020-04-16 08:15:26,2.77,27.62,90.84,31,58,3.27
410,Katherine,AU,2020-04-16 08:15:26,-14.47,132.27,95.0,30,40,11.41
411,Tsumeb,NA,2020-04-16 08:15:27,-19.23,17.72,83.28,24,0,7.14
412,Grande Prairie,CA,2020-04-16 08:15:27,55.17,-118.8,28.4,68,5,3.36
413,Kodinsk,RU,2020-04-16 08:15:27,58.69,99.18,56.05,56,82,8.52
414,Upington,ZA,2020-04-16 08:15:27,-28.45,21.26,68.0,15,0,1.12
415,Keti Bandar,PK,2020-04-16 08:15:28,24.14,67.45,87.93,52,100,19.73
416,Goderich,CA,2020-04-16 08:15:28,43.75,-81.72,30.0,73,54,7.43
417,Majene,ID,2020-04-16 08:11:49,-3.54,118.97,84.29,74,100,5.46
418,Stornoway,GB,2020-04-16 08:12:34,58.21,-6.39,48.0,75,42,4.7
419,Constitucion,CL,2020-04-16 08:12:05,-35.33,-72.42,52.65,64,5,2.53
420,Pedernales,DO,2020-04-16 08:12:17,18.04,-71.74,76.59,72,1,6.42
421,Tall Kayf,TR,2020-04-16 08:15:30,37.08,41.07,60.8,72,75,8.05
422,Koslan,RU,2020-04-16 08:15:30,63.46,48.9,36.19,92,100,12.88
423,Henties Bay,NA,2020-04-16 08:15:30,-22.12,14.28,59.0,87,3,3.0
424,Coahuayana,MX,2020-04-16 08:10:33,18.73,-103.68,70.65,46,43,2.84
425,Osa,RU,2020-04-16 08:12:06,57.28,55.46,44.87,56,100,12.06
426,Bereda,ES,2020-04-16 08:15:31,43.27,-7.54,55.0,87,98,1.12
427,Probolinggo,ID,2020-04-16 08:15:32,-7.75,113.22,85.39,68,86,2.98
428,Nantucket,US,2020-04-16 08:15:32,41.28,-70.1,42.01,69,1,3.36
429,Santa Maria,BR,2020-04-16 08:15:33,-29.68,-53.81,46.78,89,0,2.53
430,Chilca,PE,2020-04-16 08:15:33,-12.52,-76.74,69.8,83,1,8.05
431,Parana,AR,2020-04-16 08:15:34,-31.73,-60.52,55.0,77,0,3.44
432,Lasa,IT,2020-04-16 08:10:53,46.62,10.7,54.0,37,20,3.36
433,Korla,CN,2020-04-16 08:11:47,41.76,86.15,72.41,19,100,2.17
434,Uzunovo,RU,2020-04-16 08:15:34,54.54,38.62,44.47,58,97,19.91
435,Anadyr,RU,2020-04-16 08:10:34,64.75,177.48,23.0,92,100,11.18
436,Bundibugyo,UG,2020-04-16 08:15:35,0.74,30.04,89.38,31,6,4.29
437,Wanxian,CN,2020-04-16 08:15:35,30.8,108.39,85.05,45,23,4.52
438,Nemuro,JP,2020-04-16 08:12:49,43.32,145.57,37.4,51,40,13.87
439,Bathsheba,BB,2020-04-16 08:10:58,13.22,-59.52,78.8,74,40,14.99
440,Oranjemund,NA,2020-04-16 08:15:36,-28.55,16.43,67.14,48,0,6.76
441,Panjab,AF,2020-04-16 08:11:04,34.39,67.02,43.36,29,100,2.35
442,Guangyuan,CN,2020-04-16 08:15:36,32.44,105.82,81.0,54,79,5.08
443,Makakilo City,US,2020-04-16 08:15:37,21.35,-158.09,78.8,83,90,8.43
444,Lexington,US,2020-04-16 08:13:20,37.99,-84.48,33.01,92,1,2.71
445,Sidi Ali,DZ,2020-04-16 08:11:12,36.1,0.42,65.68,59,1,10.96
446,Xuddur,SO,2020-04-16 08:15:37,4.12,43.89,89.47,41,21,4.94
447,Korem,ET,2020-04-16 08:15:37,12.51,39.52,66.52,33,9,7.25
448,Shelopugino,RU,2020-04-16 08:15:38,51.65,117.56,55.76,26,38,5.32
449,Key Largo,US,2020-04-16 08:15:38,25.09,-80.45,79.0,100,1,2.62
450,Cidreira,BR,2020-04-16 08:11:53,-30.18,-50.21,60.51,70,0,19.44
451,College,US,2020-04-16 08:12:04,64.86,-147.8,42.01,86,90,6.93
452,San Quintin,MX,2020-04-16 08:10:36,30.48,-115.95,60.71,74,0,6.6
453,Grand Gaube,MU,2020-04-16 08:11:01,-20.01,57.66,82.4,65,75,11.41
454,Selm,DE,2020-04-16 08:15:39,51.7,7.47,62.01,41,97,4.7
455,Honningsvag,NO,2020-04-16 08:15:39,70.98,25.97,35.6,74,94,11.41
456,Roma,US,2020-04-16 08:15:40,43.21,-75.46,30.99,86,90,5.82
457,Kaduqli,SD,2020-04-16 08:15:40,11.02,29.72,98.2,6,52,11.23
458,Maniwaki,CA,2020-04-16 08:15:40,46.38,-75.97,21.83,92,32,2.82
459,Lata,PT,2020-04-16 08:12:18,40.16,-8.33,57.99,82,40,13.87
460,Calama,CL,2020-04-16 08:15:41,-22.47,-68.93,41.0,80,37,18.34
461,Iisalmi,FI,2020-04-16 08:15:41,63.56,27.19,37.4,74,20,6.93
462,San Cristobal,VE,2020-04-16 08:08:59,7.77,-72.22,65.46,57,79,0.45
463,Infanta,PH,2020-04-16 08:15:42,14.74,121.65,81.57,76,80,8.57
464,Xinmin,CN,2020-04-16 08:15:42,41.99,122.83,68.0,20,100,11.18
465,Jacareacanga,BR,2020-04-16 08:10:38,-6.22,-57.75,70.88,95,97,1.05
466,Half Moon Bay,US,2020-04-16 08:12:14,37.46,-122.43,55.99,87,90,4.7
467,Kruisfontein,ZA,2020-04-16 08:08:35,-34.0,24.73,69.01,37,85,9.82
468,Antalaha,MG,2020-04-16 08:15:43,-14.9,50.28,83.44,66,45,12.39
469,Farafangana,MG,2020-04-16 08:15:43,-22.82,47.83,78.71,80,16,13.42
470,Dongsheng,CN,2020-04-16 08:10:46,39.82,109.98,51.01,23,0,25.28
471,Cascais,PT,2020-04-16 08:15:44,38.7,-9.42,60.01,87,75,12.75
472,Sihora,IN,2020-04-16 08:15:45,23.48,80.12,100.4,21,21,6.93
473,Staunton,US,2020-04-16 08:14:45,38.15,-79.07,42.8,48,75,5.86
474,Amambai,BR,2020-04-16 08:15:45,-23.1,-55.23,49.46,62,0,3.29
475,Esfahan,IR,2020-04-16 08:15:45,32.66,51.68,64.4,34,20,4.7
476,Andenes,NO,2020-04-16 08:15:46,69.31,16.12,37.0,80,20,13.87
477,Oistins,BB,2020-04-16 08:15:46,13.07,-59.53,78.8,74,40,14.99
478,Mach,PK,2020-04-16 08:15:47,29.86,67.33,76.75,21,100,3.53
479,Amga,RU,2020-04-16 08:12:07,60.9,131.96,23.34,84,82,9.24
480,Hun,LY,2020-04-16 08:15:47,29.13,15.95,75.92,32,99,7.52
481,Kodinar,IN,2020-04-16 08:15:48,20.79,70.7,96.01,30,14,12.5
482,Iqaluit,CA,2020-04-16 08:11:34,63.75,-68.51,19.4,62,90,13.87
483,Kuloy,RU,2020-04-16 08:15:48,61.03,42.49,34.95,92,100,8.5
484,Sumkino,RU,2020-04-16 08:15:49,58.11,68.32,54.93,67,78,10.45
485,Raudeberg,NO,2020-04-16 08:11:02,61.99,5.14,41.0,73,40,20.8
486,Kavieng,PG,2020-04-16 08:11:08,-2.57,150.8,83.95,68,89,3.29
487,San-Pedro,CI,2020-04-16 08:15:49,4.75,-6.64,83.61,77,14,4.65
488,Nara,JP,2020-04-16 08:10:52,34.69,135.8,69.8,32,56,8.05
489,Bandiagara,ML,2020-04-16 08:15:50,14.35,-3.61,88.66,26,83,14.12
490,Kundiawa,PG,2020-04-16 08:15:50,-6.02,144.97,63.32,52,94,1.12
491,Umm Lajj,SA,2020-04-16 08:12:40,25.02,37.27,85.26,25,0,8.72
492,Rawah,IQ,2020-04-16 08:15:51,34.48,41.91,79.84,16,99,3.87
493,Nova Olinda Do Norte,BR,2020-04-16 08:15:51,-3.89,-59.09,71.78,98,93,2.04
494,Bukowno,PL,2020-04-16 08:15:52,50.26,19.46,63.0,41,48,21.92
495,Labytnangi,RU,2020-04-16 08:15:52,66.66,66.42,22.82,94,100,13.02
496,Hambantota,LK,2020-04-16 08:09:47,6.12,81.12,86.13,67,87,9.51
497,Bahia Honda,CU,2020-04-16 08:15:53,22.9,-83.16,76.41,85,44,1.54
498,Guarapari,BR,2020-04-16 08:15:53,-20.67,-40.5,75.99,94,99,3.94
499,Nizhniy Kuranakh,RU,2020-04-16 08:11:34,58.84,125.49,27.37,93,100,7.65
500,Damietta,EG,2020-04-16 08:15:54,31.42,31.81,71.6,53,11,19.46
501,Ferme-Neuve,CA,2020-04-16 08:15:54,46.7,-75.45,20.23,93,31,3.0
502,Burnie,AU,2020-04-16 08:15:54,-41.07,145.92,54.0,62,30,11.99
503,Pitimbu,BR,2020-04-16 08:15:54,-7.47,-34.81,75.2,100,40,4.7
504,Dubbo,AU,2020-04-16 08:11:55,-32.25,148.62,75.2,50,75,10.29
505,Rocha,UY,2020-04-16 08:12:11,-34.48,-54.33,62.46,82,96,14.83
506,Yantai,CN,2020-04-16 08:15:55,37.53,121.4,53.85,82,100,15.86
507,Simpang Empat,MY,2020-04-16 08:15:55,4.95,100.63,93.2,59,20,8.05
508,Qurayyat,SA,2020-04-16 08:14:50,31.33,37.34,77.0,20,15,11.41
509,Leninsk,RU,2020-04-16 08:15:56,48.71,45.2,44.6,54,75,20.13
510,Hit,IQ,2020-04-16 08:12:29,33.64,42.83,82.94,15,87,7.31
511,Darjiling,IN,2020-04-16 08:15:56,27.03,88.27,66.15,32,81,3.98
512,Barstow,US,2020-04-16 08:13:50,34.9,-117.02,60.8,31,1,14.99
513,Caucaia,BR,2020-04-16 08:15:57,-3.74,-38.65,77.0,88,64,3.36
514,Takoradi,GH,2020-04-16 08:15:58,4.88,-1.76,85.48,72,8,6.71
515,Chimore,BO,2020-04-16 08:15:58,-16.98,-65.13,65.95,76,59,1.45
516,Am Timan,TD,2020-04-16 08:15:58,11.03,20.28,99.57,7,0,9.1
517,Bedesa,ET,2020-04-16 08:15:59,8.9,40.78,75.45,37,54,0.74
518,Nampa,US,2020-04-16 08:15:59,43.54,-116.56,46.4,60,52,12.75
519,Road Town,VG,2020-04-16 08:11:33,18.42,-64.62,78.01,78,1,5.82
520,Mattru,SL,2020-04-16 08:15:59,7.62,-11.83,82.09,78,83,3.69
521,Beringovskiy,RU,2020-04-16 08:16:00,63.05,179.32,24.44,97,93,8.25
522,Guaratinga,BR,2020-04-16 08:16:00,-16.57,-39.57,73.4,94,20,5.82
523,Hohhot,CN,2020-04-16 08:16:00,40.81,111.65,53.6,17,75,20.13
524,Tuatapere,NZ,2020-04-16 08:08:33,-46.13,167.68,50.0,82,100,13.0
525,Nuuk,GL,2020-04-16 08:11:27,64.18,-51.72,32.0,95,99,17.22
526,Dunedin,NZ,2020-04-16 08:16:01,-45.87,170.5,53.01,71,100,12.62
527,Coihaique,CL,2020-04-16 08:11:12,-45.58,-72.07,51.8,100,20,4.7
528,Bogorodskoye,RU,2020-04-16 08:13:39,56.55,37.88,40.95,63,97,13.49
529,Trairi,BR,2020-04-16 08:16:02,-3.28,-39.27,76.6,86,40,5.75
530,Mehran,IR,2020-04-16 08:16:02,33.12,46.16,68.0,22,40,4.7
531,Tsabong,BW,2020-04-16 08:16:03,-26.02,22.4,73.87,14,0,5.66
532,Channel-Port Aux Basques,CA,2020-04-16 08:16:03,47.57,-59.14,31.89,96,41,10.0
533,Ust-Maya,RU,2020-04-16 08:16:03,60.42,134.53,25.2,86,99,7.92
534,Mayna,RU,2020-04-16 08:16:04,54.11,47.62,40.66,61,100,19.01
535,Den Helder,NL,2020-04-16 08:16:05,52.96,4.76,55.99,66,90,9.17
536,Mogadishu,SO,2020-04-16 08:11:16,2.04,45.34,89.6,59,40,10.29
537,Elizabeth City,US,2020-04-16 08:16:06,36.29,-76.25,42.8,86,1,5.82
538,Port Lincoln,AU,2020-04-16 08:11:45,-34.73,135.87,61.02,62,29,13.65
539,Auburn,US,2020-04-16 08:16:07,47.31,-122.23,55.4,62,1,4.7
540,Margate,GB,2020-04-16 08:08:35,51.38,1.39,54.0,93,45,4.7
541,Katobu,ID,2020-04-16 08:16:08,-4.94,122.53,81.54,83,61,3.94
542,Nome,US,2020-04-16 08:10:35,64.5,-165.41,34.0,100,90,4.7
543,Mahibadhoo,MV,2020-04-16 08:12:53,3.78,72.97,86.13,65,25,5.41
544,Richards Bay,ZA,2020-04-16 08:11:59,-28.78,32.04,75.97,67,24,8.21
545,Kautokeino,NO,2020-04-16 08:13:06,69.01,23.04,27.59,94,88,3.24
546,Talakan,RU,2020-04-16 08:16:09,50.32,130.37,56.41,32,0,4.65
547,Batagay,RU,2020-04-16 08:16:10,67.63,134.63,5.45,88,100,12.15
548,Pangoa,PE,2020-04-16 08:16:10,-12.12,-73.0,64.42,81,100,0.74
549,Molokovo,RU,2020-04-16 08:16:10,58.17,36.76,38.73,67,83,9.6
550,Yubari,JP,2020-04-16 08:16:11,43.04,141.96,44.6,45,20,20.8
551,Manaus,BR,2020-04-16 08:13:45,-3.1,-60.02,77.0,94,20,3.36
552,Akdepe,TM,2020-04-16 08:16:11,42.06,59.38,69.8,24,0,18.34
553,Neyshabur,IR,2020-04-16 08:16:12,36.21,58.8,62.19,20,0,0.56
554,Ati,TD,2020-04-16 08:16:12,13.22,18.34,96.04,7,0,17.52
555,Cruzeiro Do Sul,BR,2020-04-16 08:16:12,-29.51,-51.99,50.0,87,0,1.01
556,Aswan,EG,2020-04-16 08:12:46,24.09,32.91,88.59,14,0,5.95
557,Matamoros,MX,2020-04-16 08:16:13,25.53,-103.25,63.0,46,0,3.42
558,Talara,PE,2020-04-16 08:11:09,-4.58,-81.27,73.94,74,97,9.71
559,Pavilosta,LV,2020-04-16 08:16:13,56.89,21.19,48.2,76,42,13.87
560,Huallanca,PE,2020-04-16 08:16:14,-9.9,-76.94,39.04,25,49,2.57
561,Santa Barbara,US,2020-04-16 08:15:11,34.42,-119.7,59.0,93,1,4.5
562,Lewisporte,CA,2020-04-16 08:16:14,49.25,-55.05,32.0,97,90,8.05
563,Donskoye,RU,2020-04-16 08:16:15,45.46,41.97,42.8,70,75,13.42
564,Wang Saphung,TH,2020-04-16 08:16:16,17.3,101.77,99.0,41,40,3.36
565,Teruel,ES,2020-04-16 08:16:16,40.67,-0.67,54.0,93,80,9.17
566,Bima,ID,2020-04-16 08:16:16,-8.47,118.72,82.87,76,97,3.53
567,Kribi,CM,2020-04-16 08:16:17,2.95,9.92,85.46,74,28,5.06
568,Kaili,ID,2020-04-16 08:15:36,-3.46,120.21,76.82,65,55,4.14
569,Meulaboh,ID,2020-04-16 08:12:38,4.14,96.13,85.42,70,43,5.37
570,Tukrah,LY,2020-04-16 08:16:17,32.53,20.58,64.27,55,65,15.05
571,Kungurtug,RU,2020-04-16 08:16:18,50.6,97.52,54.01,28,50,2.21
572,Hibbing,US,2020-04-16 08:16:18,47.43,-92.94,21.99,53,1,6.93
573,Porto Velho,BR,2020-04-16 08:16:19,-8.76,-63.9,73.4,94,90,1.12
574,Horqueta,PY,2020-04-16 08:16:19,-23.34,-57.06,51.33,64,0,2.77
575,Aguimes,ES,2020-04-16 08:16:19,27.91,-15.45,66.99,59,20,4.7
576,Okato,NZ,2020-04-16 08:16:20,-39.2,173.88,57.99,66,99,5.99
577,Misratah,LY,2020-04-16 08:16:20,32.38,15.09,63.39,79,96,9.28
578,Bayir,TR,2020-04-16 08:16:20,37.27,28.22,64.4,59,40,8.05
579,Atar,MR,2020-04-16 08:12:05,20.52,-13.05,78.66,17,59,5.5
580,Fort Saint James,CA,2020-04-16 08:16:21,54.43,-124.25,31.39,73,26,1.41
581,Matara,LK,2020-04-16 08:11:33,5.95,80.54,87.75,62,63,8.48
